ID,Type,Name,LongName,Parent,Component,Path,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS
L2233,Class,DatabaseImpl,net.sourceforge.pbeans.data.mysql.DatabaseImpl,L2230,L103,src/net/sourceforge/pbeans/data/mysql/DatabaseImpl.java,13,1,147,2,0.0839002,2,7,2,0.0888889,0.125,12,12,5,6,1,33,2,0,0,8,23,0.333333,0.206612,25,19,2,4,0.206612,25,2,2,0,0,1,96,135,9,22,0,8,15,0,5,1,61,36,0,26,5,96,135,9,22,0,8,15,0,5,1,61,36,0,26,5
L2287,Class,DatabaseImpl,net.sourceforge.pbeans.data.postgresql.DatabaseImpl,L2284,L103,src/net/sourceforge/pbeans/data/postgresql/DatabaseImpl.java,17,1,245,2,0.0457921,2,7,2,0.0524017,0.0662983,12,12,8,5,3,44,4,0,0,16,35,0.6,0.151042,29,13,3,2,0.138095,29,2,2,0,0,1,163,210,11,22,2,8,19,0,4,1,65,83,0,25,5,181,229,11,22,2,8,21,0,6,1,67,89,0,27,5
L2385,Class,DatabaseImpl,net.sourceforge.pbeans.data.sqlserver.DatabaseImpl,L2382,L103,src/net/sourceforge/pbeans/data/sqlserver/DatabaseImpl.java,15,1,109,2,0,0,0,0,0,0,0,0,3,4,2,22,2,0,0,9,19,0.5,0.127907,11,9,2,2,0.127907,11,2,2,0,0,1,75,95,9,19,0,5,10,0,3,1,56,36,0,24,5,75,95,9,19,0,5,10,0,3,1,56,36,0,24,5
L2841,Class,ConversionException,net.sourceforge.pbeans.servlet.ConversionException,L2832,L103,src/net/sourceforge/pbeans/servlet/ConversionException.java,3,1,20,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,15,18,2,2,2,2,3,0,3,0,3,5,0,3,0,15,18,2,2,2,2,3,0,3,0,3,5,0,3,0
L2854,Class,InitServlet,net.sourceforge.pbeans.servlet.InitServlet,L2832,L103,src/net/sourceforge/pbeans/servlet/InitServlet.java,19,1,56,2,0,0,0,0,0,0,0,0,1,1,1,7,2,1,2,2,4,0.666667,0.361702,17,17,2,1,0.361702,17,0,0,0,0,0,30,38,0,1,0,1,2,0,2,0,2,18,0,2,0,30,38,0,1,0,1,2,0,2,0,2,18,0,2,0
L2891,Class,MissingEntryException,net.sourceforge.pbeans.servlet.MissingEntryException,L2832,L103,src/net/sourceforge/pbeans/servlet/MissingEntryException.java,3,1,20,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,15,18,2,2,2,2,3,0,3,0,3,5,0,3,0,15,18,2,2,2,2,3,0,3,0,3,5,0,3,0
L2901,Class,RequestHelper,net.sourceforge.pbeans.servlet.RequestHelper,L2832,L103,src/net/sourceforge/pbeans/servlet/RequestHelper.java,13,1,132,2,0,0,0,0,0,0,0,0,1,3,3,23,8,0,0,8,15,0.25,0.20354,23,9,2,6,0.20354,23,0,0,0,0,0,90,120,3,1,3,1,7,0,7,0,7,49,0,7,0,90,120,3,1,3,1,7,0,7,0,7,49,0,7,0
L2963,Class,ServletAccess,net.sourceforge.pbeans.servlet.ServletAccess,L2832,L103,src/net/sourceforge/pbeans/servlet/ServletAccess.java,13,1,144,2,0,0,0,0,0,0,0,0,0,2,2,17,3,0,0,6,10,1,0.323077,42,42,4,0,0.323077,42,0,0,0,0,0,88,132,7,4,7,4,4,0,3,0,4,53,0,3,0,88,132,7,4,7,4,4,0,3,0,4,53,0,3,0
L3044,Class,ServletMapper,net.sourceforge.pbeans.servlet.ServletMapper,L2832,L103,src/net/sourceforge/pbeans/servlet/ServletMapper.java,13,1,97,2,0,0,0,0,0,0,0,0,1,10,4,30,1,1,2,1,6,0.6,0.127907,11,11,3,2,0.127907,11,0,0,0,0,0,75,85,0,0,0,0,5,0,4,0,5,45,0,4,0,75,85,0,0,0,0,5,0,4,0,5,45,0,4,0
L2916,Class,UpdateResult,net.sourceforge.pbeans.servlet.UpdateResult,L2832,L103,src/net/sourceforge/pbeans/servlet/UpdateResult.java,9,1,23,2,0,0,0,0,0,0,0,0,1,0,0,3,0,1,2,0,3,0.333333,0.25,4,4,1,2,0.25,4,0,0,0,0,0,12,15,1,1,1,1,3,0,2,0,3,3,0,2,0,12,15,1,1,1,1,3,0,2,0,3,3,0,2,0
L4125,Class,BeanMapper,net.sourceforge.pbeans.util.BeanMapper,L4120,L103,src/net/sourceforge/pbeans/util/BeanMapper.java,11,1,75,2,0,0,0,0,0,0,0,0,2,4,4,14,0,3,3,0,3,0.75,0.15625,10,9,3,1,0.15625,10,0,0,0,0,0,54,65,1,0,1,0,3,0,3,0,3,40,0,3,0,54,65,1,0,1,0,3,0,3,0,3,40,0,3,0
L4144,Class,Hash,net.sourceforge.pbeans.util.Hash,L4120,L103,src/net/sourceforge/pbeans/util/Hash.java,5,1,24,2,0,0,0,0,0,0,0,0,2,1,1,3,0,5,5,0,2,0,0.111111,2,0,0,3,0.111111,2,0,0,0,0,0,16,20,2,0,2,0,2,0,2,0,2,9,0,2,0,16,20,2,0,2,0,2,0,2,0,2,9,0,2,0
L3539,Class,NameValueArray,net.sourceforge.pbeans.util.NameValueArray,L4120,L103,src/net/sourceforge/pbeans/util/NameValueArray.java,3,1,18,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,14,16,3,0,3,0,2,3,2,1,2,5,3,2,1,14,16,3,0,3,0,2,3,2,1,2,5,3,2,1
