name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
jEdit,4.3,org.gjt.sp.jedit.print.BufferPrintable,8,1,0,15,76,0,3,13,2,0.745341615,930,1.0,4,0.0,0.296703297,0,0,112.375,16,3.5,0
jEdit,4.3,org.gjt.sp.jedit.gui.EditAbbrevDialog,10,6,0,7,47,19,4,5,4,0.592592593,254,1.0,1,0.987860395,0.271428571,2,2,23.8,4,1.3,0
jEdit,4.3,org.gjt.sp.jedit.io.FavoritesVFS,10,2,0,11,38,13,4,8,9,0.694444444,294,0.75,1,0.8297872340000001,0.37777777799999995,2,3,28.0,3,1.6,0
jEdit,4.3,org.gjt.sp.jedit.gui.statusbar.ModeWidgetFactory,2,1,0,4,4,1,0,4,2,2.0,12,0.0,0,0.0,0.75,0,0,5.0,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.bsh.StringUtil,6,1,0,6,26,15,6,1,6,2.0,193,0.0,0,0.0,0.233333333,0,0,31.16666667,5,2.3333,0
jEdit,4.3,org.gjt.sp.jedit.gui.ToolBarManager,5,1,0,2,17,4,1,1,3,0.5,133,1.0,0,0.0,0.433333333,0,0,24.8,3,2.0,0
jEdit,4.3,org.gjt.sp.jedit.EBPlugin,2,2,0,6,9,1,1,5,1,1.0,32,1.0,0,0.954545455,0.75,0,0,14.5,2,1.0,0
jEdit,4.3,org.gjt.sp.jedit.BeanShellFacade,16,1,2,17,39,74,4,13,7,0.85,360,1.0,3,0.0,0.26666666699999997,0,0,21.25,3,1.0,0
jEdit,4.3,org.gjt.sp.jedit.MiscUtilities,70,1,0,77,187,2409,64,18,65,0.9963768120000001,2017,0.0,1,0.0,0.05736715,0,0,27.7,21,3.1286,0
jEdit,4.3,org.gjt.sp.jedit.gui.MarkerViewer,12,5,0,16,73,6,2,16,6,0.6181818179999999,445,1.0,4,0.983433735,0.25,1,7,35.66666667,11,2.5,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHForStatement,2,2,0,12,10,1,1,11,1,1.125,136,0.625,4,0.944444444,0.625,1,1,63.0,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.Debug,2,1,0,27,4,1,26,1,1,1.0,72,0.0,0,0.0,1.0,0,0,24.0,0,0.0,0
jEdit,4.3,org.gjt.sp.jedit.textarea.MouseActionsProvider,1,1,0,4,1,0,4,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,4.3,org.gjt.sp.jedit.bsh.JavaCharStream,31,1,0,3,44,139,3,0,25,0.470588235,1283,0.705882353,0,0.0,0.301075269,0,0,39.83870968,7,1.4516,0
jEdit,4.3,org.gjt.sp.jedit.textarea.TextArea,262,4,3,81,540,19801,54,49,218,0.935644157,9460,0.625,12,0.713024283,0.06248158,3,18,34.86259542,29,3.458,0
jEdit,4.3,org.gjt.sp.jedit.gui.HistoryModel,13,3,0,17,28,52,15,2,13,0.8,135,1.0,1,0.764705882,0.26153846199999997,0,0,9.0,5,1.6923,0
jEdit,4.3,org.gjt.sp.jedit.visitors.JEditVisitorAdapter,4,1,5,9,5,6,5,4,4,2.0,10,0.0,0,0.0,0.4375,0,0,1.5,1,0.75,0
jEdit,4.3,org.gjt.sp.jedit.gui.PasteFromListDialog,10,7,0,10,69,19,4,10,3,0.740740741,403,1.0,2,0.986466165,0.26,0,0,38.7,4,1.7,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHVariableDeclarator,3,2,0,11,14,3,3,8,2,1.0,61,0.0,0,0.894736842,0.46666666700000003,1,3,19.0,1,0.6667,0
jEdit,4.3,org.gjt.sp.jedit.bsh.org.objectweb.asm.Type,24,1,0,1,41,198,1,0,18,0.8242753620000001,749,0.166666667,9,0.0,0.149758454,0,0,29.20833333,13,2.5833,0
jEdit,4.3,org.gjt.sp.jedit.msg.RegisterChanged,4,2,0,6,12,0,2,4,4,0.0,35,1.0,0,0.5,0.5,1,1,7.5,1,0.75,0
jEdit,4.3,org.gjt.sp.jedit.options.TextAreaOptionPane,5,6,0,6,42,0,1,6,3,0.727272727,523,1.0,10,0.994056464,0.5,4,6,99.2,3,1.4,0
jEdit,4.3,org.gjt.sp.jedit.browser.VFSDirectoryEntryTableModel,19,2,0,13,47,79,5,8,17,0.638888889,552,0.75,1,0.470588235,0.37894736799999995,1,1,27.84210526,6,2.1053,0
jEdit,4.3,org.gjt.sp.jedit.msg.BufferChanging,2,4,0,5,10,0,1,5,2,0.0,31,1.0,1,0.857142857,0.666666667,0,0,14.0,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.textarea.ScrollLineCount,3,2,0,7,10,3,2,6,2,2.0,52,0.0,0,0.7142857140000001,0.5555555560000001,1,3,16.33333333,3,1.3333,0
jEdit,4.3,org.gjt.sp.jedit.gui.statusbar.FoldWidgetFactory,2,1,0,4,4,1,0,4,2,2.0,12,0.0,0,0.0,0.75,0,0,5.0,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.io.CharsetEncoding,4,1,0,3,12,0,2,1,4,0.0,46,1.0,0,0.0,0.5,0,0,10.25,1,0.75,0
jEdit,4.3,org.gjt.sp.jedit.gui.DockableLayout,15,1,0,3,30,79,1,2,14,0.795238095,923,0.666666667,4,0.0,0.25,0,0,59.53333333,12,2.7333,0
jEdit,4.3,org.gjt.sp.jedit.options.IconTheme,5,1,0,3,12,8,1,2,4,0.75,42,0.0,0,0.0,0.25,0,0,7.2,1,0.6,0
jEdit,4.3,org.gjt.sp.jedit.bsh.org.objectweb.asm.CodeWriter,32,1,0,6,53,0,2,6,17,0.853046595,2884,0.9259259259999999,13,0.0,0.204301075,0,0,88.28125,40,6.5,0
jEdit,4.3,org.gjt.sp.jedit.pluginmgr.PluginListHandler,11,2,0,7,38,23,1,7,7,0.8,541,1.0,4,0.62962963,0.28571428600000004,1,3,46.09090909,12,3.4545,0
jEdit,4.3,org.gjt.sp.jedit.options.StatusBarOptionPane,12,6,0,9,72,32,3,8,1,0.843434343,657,1.0,9,0.983823529,0.5,2,5,52.25,7,1.6667,0
jEdit,4.3,org.gjt.sp.jedit.bsh.EvalError,12,3,2,57,25,14,56,3,9,0.606060606,216,0.0,2,0.607142857,0.39583333299999995,1,2,16.75,3,1.6667,0
jEdit,4.3,org.gjt.sp.jedit.textarea.ChunkCache,27,1,0,20,65,65,9,13,0,0.683760684,1240,1.0,4,0.0,0.25462963,0,0,44.59259259,24,3.7407,0
jEdit,4.3,org.gjt.sp.util.IntegerArray,8,1,0,5,10,4,5,0,8,0.5,75,1.0,0,0.0,0.75,0,0,8.125,2,0.875,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHFormalParameter,4,2,0,9,9,4,3,6,2,1.0,47,0.0,0,0.894736842,0.6,1,1,10.0,2,0.75,0
jEdit,4.3,org.gjt.sp.jedit.options.PluginOptions,6,8,0,10,26,13,1,9,4,0.8,177,1.0,1,0.997028232,0.5,1,2,28.33333333,7,1.3333,0
jEdit,4.3,org.gjt.sp.jedit.io.FileVFS,21,2,0,19,87,208,10,11,20,1.0,665,0.5,0,0.6724137929999999,0.34444444399999996,1,3,30.57142857,8,2.8095,0
jEdit,4.3,org.gjt.sp.jedit.RegistersListener,1,1,0,3,1,0,3,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,4.3,org.gjt.sp.jedit.SettingsReloader,3,1,0,11,21,3,1,11,1,2.0,119,0.0,0,0.0,0.5555555560000001,0,0,38.66666667,16,6.0,0
jEdit,4.3,org.gjt.sp.jedit.visitors.SaveCaretInfoVisitor,2,2,0,4,4,1,2,2,2,2.0,8,0.0,0,0.75,0.75,0,0,3.0,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.help.HelpSearchPanel,6,5,0,11,30,5,4,9,1,0.7,139,1.0,3,0.992401216,0.38888888899999996,0,0,21.5,2,1.0,0
jEdit,4.3,org.gjt.sp.jedit.gui.statusbar.LineSepWidgetFactory,2,1,0,4,4,1,0,4,2,2.0,12,0.0,0,0.0,0.75,0,0,5.0,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.textarea.ExtensionManager,7,1,0,8,29,0,2,6,0,0.0,248,1.0,0,0.0,0.404761905,0,0,34.28571429,3,2.2857,0
jEdit,4.3,org.gjt.sp.jedit.menu.MarkersProvider,3,1,0,8,23,3,1,8,3,2.0,101,0.0,0,0.0,0.666666667,0,0,32.66666667,5,2.0,0
jEdit,4.3,org.gjt.sp.jedit.gui.FilteredListModel,23,2,1,3,51,195,3,1,13,0.809090909,300,1.0,0,0.24137931,0.166007905,0,0,11.82608696,7,1.5652,0
jEdit,4.3,org.gjt.sp.jedit.pluginmgr.Roster,12,1,0,16,39,20,11,8,1,0.666666667,232,1.0,0,0.0,0.202380952,0,0,18.08333333,8,2.0,0
jEdit,4.3,org.gjt.sp.jedit.bsh.XThis,4,2,0,4,17,4,1,4,4,0.5,94,0.0,0,0.7692307690000001,0.4,1,1,22.0,4,1.5,0
jEdit,4.3,org.gjt.sp.jedit.JEditMode,3,2,0,5,13,3,1,4,2,2.0,86,0.0,0,0.9090909090000001,0.833333333,1,3,27.66666667,4,2.3333,0
jEdit,4.3,org.gjt.sp.jedit.gui.AddAbbrevDialog,5,6,0,7,34,2,3,6,1,0.8,203,1.0,2,0.99389313,0.35,0,0,38.6,1,0.8,0
jEdit,4.3,org.gjt.sp.jedit.io.EncodingServer,7,1,0,9,29,21,5,4,7,1.166666667,113,1.0,0,0.0,0.25,0,0,15.0,3,1.2857,0
jEdit,4.3,org.gjt.sp.jedit.bsh.Node,7,1,0,40,7,21,40,0,7,2.0,7,0.0,0,0.0,0.523809524,0,0,0.0,1,1.0,0
jEdit,4.3,com.microstar.xml.XmlParser,118,1,0,1,180,6075,0,1,27,0.921125975,5209,0.7173913040000001,1,0.0,0.138067061,0,0,42.36440678,9,1.5678,0
jEdit,4.3,org.gjt.sp.jedit.bsh.ClassPathException,1,4,0,3,2,0,2,1,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
jEdit,4.3,org.gjt.sp.jedit.OptionGroup,13,1,0,7,33,26,5,2,12,0.604166667,261,1.0,0,0.0,0.252747253,0,0,18.76923077,7,1.4615,0
jEdit,4.3,org.gjt.sp.jedit.bsh.DelayedEvalBshMethod,5,2,0,12,13,0,2,10,4,0.666666667,94,0.0,4,0.7333333329999999,0.28,1,2,16.6,2,1.0,0
jEdit,4.3,org.gjt.sp.jedit.SettingsXML,9,1,0,7,21,0,5,3,7,0.5,87,1.0,0,0.0,0.240740741,0,0,8.444444444,3,1.0,0
jEdit,4.3,org.gjt.sp.jedit.gui.ErrorListDialog,5,7,0,9,64,6,3,8,3,0.75,312,1.0,0,0.9939393940000001,0.3,2,5,61.0,1,0.8,0
jEdit,4.3,org.gjt.sp.jedit.gui.statusbar.RectSelectWidgetFactory,2,1,0,4,4,1,0,4,2,2.0,12,0.0,0,0.0,0.75,0,0,5.0,1,0.5,1
jEdit,4.3,org.gjt.sp.jedit.gui.CheckBoxListModel,10,2,0,3,21,15,2,1,7,0.444444444,148,0.0,0,0.666666667,0.36,2,3,13.7,4,1.9,0
jEdit,4.3,org.gjt.sp.jedit.gui.SplashScreen,7,4,0,3,64,5,1,2,5,0.794871795,427,1.0,0,0.9907975459999999,0.46428571399999996,1,2,58.14285714,3,1.2857,0
jEdit,4.3,org.gjt.sp.jedit.textarea.BufferHandler,12,1,0,12,66,0,1,12,8,0.519480519,675,1.0,3,0.0,0.5,0,0,54.66666667,15,4.9167,0
jEdit,4.3,org.gjt.sp.jedit.browser.BrowserCommandsMenu,7,5,0,16,56,7,6,11,2,0.625,610,1.0,1,0.991678225,0.314285714,0,0,85.57142857,5,1.7143,0
jEdit,4.3,org.gjt.sp.jedit.Autosave,4,1,0,4,19,4,1,4,3,0.666666667,82,1.0,0,0.0,0.333333333,0,0,19.25,7,3.25,0
jEdit,4.3,org.gjt.sp.jedit.gui.FontSelectorDialog,22,7,0,8,85,187,4,7,3,0.761904762,695,1.0,1,0.97473997,0.174603175,3,5,30.04545455,5,1.0,0
jEdit,4.3,org.gjt.sp.jedit.textarea.ScrollLayout,7,1,0,1,19,1,1,0,6,0.75,437,0.5,0,0.0,0.5,0,0,60.0,6,3.0,0
jEdit,4.3,org.gjt.sp.jedit.options.PrintOptionPane,3,6,0,3,23,1,0,3,1,0.5,229,1.0,1,0.9970193740000001,1.0,1,3,72.33333333,1,0.6667,0
jEdit,4.3,org.gjt.sp.util.WorkThread,14,2,0,10,33,29,6,5,12,0.721153846,400,1.0,1,0.8243243240000001,0.22448979600000002,0,0,27.0,3,1.2143,0
jEdit,4.3,org.gjt.sp.jedit.textarea.RangeMap,17,1,0,4,31,0,2,2,0,0.25,970,1.0,0,0.0,0.441176471,0,0,55.88235294,13,4.3529,0
jEdit,4.3,org.gjt.sp.jedit.bufferio.BufferInsertRequest,2,3,0,12,21,1,2,12,2,2.0,336,0.0,0,0.933333333,0.583333333,1,1,167.0,3,1.5,0
jEdit,4.3,org.gjt.sp.jedit.indent.OpenBracketIndentRule,4,2,0,8,12,6,1,7,2,1.0,80,1.0,0,0.571428571,0.5,0,0,18.75,4,2.5,0
jEdit,4.3,org.gjt.sp.jedit.options.BufferOptionPane,10,6,0,12,57,15,2,11,1,0.8290598290000001,687,1.0,2,0.9867256640000001,0.5,3,5,66.4,9,2.4,0
jEdit,4.3,org.gjt.sp.jedit.Macros,27,1,0,19,96,295,6,16,23,0.884615385,745,1.0,2,0.0,0.12937062900000001,0,0,26.33333333,10,2.2222,0
jEdit,4.3,org.gjt.sp.jedit.syntax.TokenMarker,14,1,0,17,72,21,9,8,6,0.7564102559999999,1597,1.0,4,0.0,0.18452381,0,0,112.2142857,43,8.2857,0
jEdit,4.3,org.gjt.sp.jedit.textarea.TextAreaExtension,5,1,8,13,6,10,13,0,5,2.0,54,0.0,0,0.0,0.65,0,0,9.8,3,1.2,0
jEdit,4.3,org.gjt.sp.jedit.help.HelpViewer,22,6,0,23,115,167,10,22,11,0.8138528140000001,561,1.0,4,0.971385542,0.188311688,1,1,24.0,8,1.3636,2
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHStatementExpressionList,2,2,0,7,6,1,1,6,1,2.0,28,0.0,0,0.944444444,0.625,1,1,13.0,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.gui.HistoryTextArea,9,6,0,7,40,0,4,3,7,0.0,162,1.0,1,0.9899497490000001,0.333333333,3,4,16.88888889,15,2.8889,0
jEdit,4.3,org.gjt.sp.jedit.menu.MenuItemTextComparator,3,1,0,9,6,3,7,2,3,2.0,44,0.0,0,0.0,0.5555555560000001,0,0,13.66666667,5,2.0,0
jEdit,4.3,org.gjt.sp.jedit.bsh.ParserTokenManager,51,1,0,5,67,51,1,4,7,0.7648,7188,0.16,1,0.0,0.4,0,0,139.4509804,167,8.902000000000001,0
jEdit,4.3,org.gjt.sp.jedit.indent.BracketIndentRule,5,1,2,7,20,4,3,5,5,0.5,126,1.0,0,0.0,0.44,0,0,23.8,7,2.0,0
jEdit,4.3,org.gjt.sp.jedit.options.GlobalOptions,8,8,0,12,20,28,3,9,5,2.0,146,0.0,0,0.994074074,0.46875,1,3,17.25,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.search.SearchMatcher,2,1,2,8,4,1,7,1,2,1.0,11,1.0,1,0.0,0.666666667,0,0,4.0,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.msg.ViewUpdate,5,2,0,10,13,4,8,3,4,0.9,55,0.2,0,0.5,0.5,1,1,9.0,1,0.6,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHAllocationExpression,11,2,0,22,57,53,1,21,1,0.8,455,1.0,0,0.653846154,0.409090909,1,1,40.27272727,1,0.8182,0
jEdit,4.3,org.gjt.sp.jedit.gui.TipOfTheDay,8,7,0,6,60,20,2,6,3,0.8,295,1.0,0,0.9894419309999999,0.375,2,5,35.25,5,1.375,0
jEdit,4.3,org.gjt.sp.jedit.OperatingSystem,19,1,0,31,50,91,30,1,18,0.9490740740000001,458,1.0,0,0.0,0.055555556,0,0,22.47368421,7,2.4211,0
jEdit,4.3,org.gjt.sp.jedit.msg.EditorExitRequested,4,2,0,4,6,4,1,3,4,0.666666667,20,1.0,0,0.5,0.625,0,0,3.75,1,0.75,0
jEdit,4.3,org.gjt.sp.jedit.browser.BrowserIORequest,7,2,0,10,29,0,2,9,2,0.621212121,615,0.636363636,2,0.5,0.265306122,0,0,85.28571429,8,3.5714,0
jEdit,4.3,org.gjt.sp.jedit.gui.ColorWellButton,3,6,0,8,14,3,6,3,3,2.0,46,0.0,0,0.997382199,0.833333333,0,0,14.33333333,1,0.6667,0
jEdit,4.3,org.gjt.sp.jedit.textarea.ScrollListener,2,1,0,3,2,1,3,1,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,4.3,org.gjt.sp.jedit.textarea.TextAreaMouseHandler,15,3,1,16,87,0,5,12,7,0.664285714,1296,1.0,1,0.363636364,0.4,0,0,84.73333333,25,8.4,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHTernaryExpression,2,2,0,7,6,1,1,6,1,2.0,36,0.0,0,0.944444444,0.625,1,1,17.0,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHBinaryExpression,4,2,0,11,20,6,1,10,1,1.0,290,0.0,0,0.85,0.45,1,1,71.25,4,2.25,0
jEdit,4.3,org.gjt.sp.jedit.ActionListHandler,10,2,0,4,29,17,1,4,6,0.728395062,278,1.0,1,0.653846154,0.3,1,3,25.9,10,2.5,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHEnhancedForStatement,2,2,0,16,25,1,1,15,1,1.0,179,0.0,0,0.944444444,0.625,1,1,88.0,4,2.0,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BshMethod,14,1,1,32,47,55,16,19,9,0.6384615379999999,535,0.7,3,0.0,0.191964286,0,0,36.5,3,0.9286,0
jEdit,4.3,org.gjt.sp.jedit.bsh.org.objectweb.asm.Item,8,1,0,2,11,0,2,0,0,0.688311688,256,0.0,1,0.0,0.265625,0,0,29.625,12,2.75,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHSwitchStatement,3,2,0,11,17,3,1,10,2,2.0,149,0.0,0,0.894736842,0.5,1,1,48.66666667,1,0.6667,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHTryStatement,2,2,0,17,28,1,1,16,1,2.0,235,0.0,0,0.944444444,0.625,1,1,116.5,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.indent.IndentRuleFactory,9,1,0,7,15,36,0,7,9,2.0,84,0.0,0,0.0,0.333333333,0,0,8.333333332999999,1,0.8889,0
jEdit,4.3,org.gjt.sp.jedit.bsh.Capabilities,7,1,0,8,18,13,7,1,6,0.5,87,1.0,0,0.0,0.166666667,0,0,11.14285714,4,1.1429,0
jEdit,4.3,org.gjt.sp.jedit.gui.SelectLineRange,5,7,0,8,52,2,0,8,4,0.5,372,1.0,1,0.9939393940000001,0.46666666700000003,0,0,72.4,5,2.0,0
jEdit,4.3,org.gjt.sp.jedit.ModeCatalogHandler,4,2,1,6,21,4,1,5,2,0.666666667,129,1.0,0,0.85,0.625,1,1,30.75,7,2.25,0
jEdit,4.3,org.gjt.sp.jedit.gui.HistoryModelSaver,2,1,0,3,2,1,3,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,4.3,org.gjt.sp.jedit.bsh.Primitive,45,1,0,44,85,820,39,7,29,0.636363636,1940,0.25,2,0.0,0.089712919,1,1,42.02222222,14,2.8,0
jEdit,4.3,org.gjt.sp.util.PropertiesBean,8,1,0,1,47,10,0,1,3,0.35714285700000004,473,1.0,0,0.0,0.35416666700000005,0,0,57.875,20,6.125,0
jEdit,4.3,org.gjt.sp.jedit.bsh.TargetError,10,4,0,16,25,23,11,6,10,0.5,135,0.0,0,0.7777777779999999,0.32857142899999997,1,2,12.3,2,1.1,0
jEdit,4.3,org.gjt.sp.jedit.gui.statusbar.ToolTipLabel,2,5,1,11,5,1,11,0,2,2.0,12,0.0,0,0.998529412,0.75,0,0,5.0,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHCastExpression,2,2,0,10,10,1,1,9,2,2.0,41,0.0,0,0.944444444,0.625,1,1,19.5,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.options.PluginManagerOptionPane,8,6,0,9,68,8,3,8,1,0.814285714,457,1.0,1,0.98964497,0.5,5,6,54.875,7,2.375,0
jEdit,4.3,org.gjt.sp.jedit.gui.BufferOptions,5,7,0,9,30,4,4,6,3,0.85,156,1.0,3,0.9939393940000001,0.35,0,0,29.2,1,0.8,0
jEdit,4.3,org.gjt.sp.jedit.proto.jeditresource.Handler,2,2,0,1,5,1,0,1,2,2.0,14,0.0,0,0.923076923,0.75,0,0,6.0,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.textarea.ShapedFoldPainter,5,1,2,5,11,10,2,3,4,2.0,175,0.0,0,0.0,0.666666667,0,0,34.0,5,2.2,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHBlock,4,2,0,21,12,0,11,11,2,0.0,170,0.0,0,0.85,0.583333333,1,1,41.25,1,0.75,0
jEdit,4.3,org.gjt.sp.jedit.gui.StyleEditor,7,7,0,7,48,13,3,4,6,0.444444444,401,1.0,2,0.992435703,0.346938776,0,0,55.0,6,2.5714,0
jEdit,4.3,org.gjt.sp.jedit.gui.StatusBar,19,5,0,39,108,111,26,19,12,0.85978836,790,0.904761905,10,0.973174367,0.19736842100000002,1,7,39.47368421,15,2.6842,0
jEdit,4.3,org.gjt.sp.jedit.gui.CompletionPopup,20,5,1,14,75,104,7,13,8,0.589473684,391,0.8,3,0.972712681,0.204678363,3,4,18.3,5,1.9,0
jEdit,4.3,org.gjt.sp.jedit.Mode,21,1,1,29,50,156,22,8,18,0.85,601,1.0,1,0.0,0.244897959,0,0,27.23809524,11,2.4286,0
jEdit,4.3,org.gjt.sp.jedit.bufferio.MarkersSaveRequest,3,2,0,9,28,0,1,9,2,0.571428571,177,0.857142857,3,0.75,0.428571429,0,0,55.66666667,2,1.0,0
jEdit,4.3,org.gjt.sp.jedit.JEditActionSet,19,1,2,16,55,0,10,8,14,0.7222222220000001,398,0.8,1,0.0,0.201388889,0,0,19.68421053,3,1.6316,0
jEdit,4.3,org.gjt.sp.jedit.help.HelpIndex,11,1,0,11,57,23,3,8,7,0.533333333,515,1.0,0,0.0,0.35,0,0,45.54545455,3,1.1818,0
jEdit,4.3,org.gjt.sp.jedit.buffer.JEditBuffer,119,1,1,90,279,5913,72,28,97,0.886101695,4045,0.84,8,0.0,0.10364145699999999,0,0,32.78151261,17,2.9076,1
jEdit,4.3,org.gjt.sp.jedit.options.FirewallOptionPane,12,6,0,3,31,28,1,3,3,0.818181818,269,1.0,0,0.983823529,0.5,2,4,20.66666667,1,0.9167,0
jEdit,4.3,org.gjt.sp.jedit.bsh.org.objectweb.asm.Edge,1,1,0,2,2,0,2,1,0,2.0,8,0.0,3,0.0,1.0,0,0,3.0,0,0.0,0
jEdit,4.3,org.gjt.sp.jedit.View,90,6,0,234,339,3509,207,55,65,0.9697317129999999,3081,0.551020408,12,0.8787465940000001,0.069082126,3,13,32.68888889,10,2.7667,1
jEdit,4.3,org.gjt.sp.jedit.io.EncodingWithBOM,6,1,0,3,24,0,1,2,4,0.72,218,1.0,1,0.0,0.4,0,0,34.5,1,0.6667,0
jEdit,4.3,org.gjt.sp.jedit.gui.ContextAddDialog,11,7,0,9,71,29,2,8,4,0.814285714,408,1.0,0,0.984984985,0.363636364,0,0,35.45454545,4,1.3636,0
jEdit,4.3,org.gjt.sp.jedit.io.XMLEncodingDetector,3,1,0,2,18,3,0,2,2,2.0,117,0.0,0,0.0,0.444444444,0,0,38.0,6,2.3333,0
jEdit,4.3,org.gjt.sp.jedit.bsh.UtilTargetError,3,4,0,10,9,1,5,5,3,0.0,44,0.0,0,0.95,0.6,1,1,13.33333333,2,0.6667,0
jEdit,4.3,org.gjt.sp.jedit.gui.statusbar.MemoryStatusWidgetFactory,2,1,0,4,4,1,0,4,2,2.0,12,0.0,0,0.0,0.75,0,0,5.0,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.gui.ExtendedGridLayoutConstraints,19,1,0,1,32,35,1,0,11,0.583333333,443,0.9,1,0.0,0.28070175399999997,1,1,21.78947368,6,1.7895,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHImportDeclaration,2,2,0,10,12,1,1,9,1,1.0,67,0.0,0,0.944444444,0.625,1,1,31.0,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.help.HelpHistoryModelListener,1,1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHMethodDeclaration,8,2,0,17,25,4,4,14,2,0.48214285700000004,252,0.0,4,0.708333333,0.45,1,1,29.5,4,1.375,0
jEdit,4.3,org.gjt.sp.jedit.bsh.ParserTreeConstants,1,1,0,2,1,0,2,0,0,2.0,196,0.0,0,0.0,0.0,0,0,156.0,0,0.0,0
jEdit,4.3,org.gjt.sp.jedit.textarea.GutterPopupHandler,1,1,0,4,1,0,4,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,4.3,org.gjt.sp.jedit.OptionPane,4,1,0,5,4,6,5,0,4,2.0,4,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,4.3,org.gjt.sp.util.WorkRequest,7,1,8,11,13,19,9,2,7,0.833333333,102,1.0,0,0.0,0.37142857100000004,0,0,13.42857143,3,2.0,0
jEdit,4.3,org.gjt.sp.jedit.menu.PluginsProvider,4,1,0,6,37,6,0,6,3,2.0,325,0.0,0,0.0,0.4375,0,0,80.25,19,5.75,0
jEdit,4.3,org.gjt.sp.jedit.syntax.ParserRule,17,1,0,5,46,130,4,2,15,0.6995967740000001,819,0.0,3,0.0,0.5228758170000001,0,0,45.35294118,21,2.1765,0
jEdit,4.3,org.gjt.sp.jedit.browser.BrowserListener,2,1,0,4,2,1,3,2,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,4.3,org.gjt.sp.jedit.bsh.NameSource,2,1,0,3,2,1,3,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
jEdit,4.3,org.gjt.sp.jedit.options.ShortcutsOptionPane,14,6,0,18,90,59,7,18,1,0.807692308,470,1.0,1,0.980938416,0.271428571,4,12,32.14285714,5,1.6429,0
jEdit,4.3,org.gjt.sp.jedit.buffer.ContentManager,13,1,0,2,23,0,1,1,10,0.229166667,498,1.0,0,0.0,0.37179487200000005,0,0,37.0,4,2.0,0
jEdit,4.3,org.gjt.sp.jedit.TextUtilities,27,1,0,21,69,351,17,5,25,1.038461538,1201,0.375,0,0.0,0.20061728399999998,0,0,43.18518519,25,5.7778,0
jEdit,4.3,org.gjt.sp.jedit.gui.DockableWindowManagerProvider,3,1,0,8,6,3,0,8,3,2.0,17,0.0,0,0.0,0.5,0,0,4.666666667,1,0.6667,0
jEdit,4.3,org.gjt.sp.jedit.gui.ActionBar,17,5,0,23,77,76,11,18,3,0.7857142859999999,498,1.0,5,0.978229318,0.19642857100000002,2,5,27.88235294,11,2.0,0
jEdit,4.3,org.gjt.sp.jedit.browser.VFSBrowser,68,5,0,75,291,1812,39,59,42,0.9376195940000001,2351,0.666666667,7,0.909470752,0.113662457,4,15,33.0,21,2.5441,0
